Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	NAT_1	NAT_2	NAT_3	NAT_6	LNG1	EXCLUDE	LNG2	EXP1	EXP2	EXP3	RHAB
779	Female	36	Northeast	4	3	4	4	4	4	4	4	6	6	5	6	6	6	5	6	5	6	5	A	5	4	5	4	4	5	4	3	4	4	3	5	4	3	3	3	3	2	3	8	7	9	6	6	8	4	9	6	8	8	8	9	9	9	6	4	5	5	6	5	2	5	3	6	6	6	6	6	Catholic	University / College / Undergraduate School (Bachelor Degree)	United State of America	United State of America	Education training	New York	Yes		Native	6	2	1	10
1006	Male	30	Midwest	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	A	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Muslim 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United state 	New York 	Director 	New York 	Yes		Business	3	3	3	10
1321	Male	41	West	4	4	4	4	4	4	4	4	6	6	6	5	5	6	6	6	5	6	5	A	5	5	5	5	5	5	5	5	5	5	5	6	5	2	3	2	3	3	3	8	7	7	7	8	8	7	8	7	7	8	7	8	7	8	5	6	6	5	5	5	6	5	5	5	5	6	6	5	chisthan	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	FULL TIME EMPLLOYE	new york	Yes		Basic	6	6	6	6
973	Female	21	Midwest	5	5	3	4	1	3	3	1	5	4	4	4	4	4	4	4	5	4	6	A	4	4	4	2	2	4	1	3	2	1	1	2	2	0	0	1	0	1	2	5	7	5	0	0	8	0	0	0	5	0	10	0	5	6	7	1	1	7	7	7	1	3	1	7	7	7	7	7	I Don驕ｯｽｶ陷ｽｲ Have One 	Other	United States	United States	Unemployed 	Missouri 	Yes			1	1	1	3
1020	Female	33	Northeast	1	1	1	5	5	3	5	2	6	4	4	1	4	4	4	4	4	4	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	0	0	0	0	5	0	10	0	10	10	0	10	0	10	10	10	10	10	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Im not sure 	Junior High School / Middle School	ny	ny	unemployed	ny	Yes			1	1	1	0
1635	Male	26	Northeast	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Evangelic Christian	Other	United States	United States	Internet	New York	Yes		Basic	8	8	8	10
1338	Male	30	West	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	B	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	6	6	6	7	7	5	6	7	6	6	7	6	7	jwes	Graduate University / Professional School (Master's Degree, Doctoral Degree)	usa	Riverside	Manager	califronia	Yes		Native	7	7	8	9
1090	Male	37	Midwest	4	4	4	4	4	3	4	4	6	5	5	5	6	5	4	5	6	6	6	B	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	9	10	9	10	9	10	9	10	9	10	9	10	10	10	9	7	5	6	6	4	5	5	6	4	5	5	5	4	5	Northwest	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United states	United states	Manager	Illinois	Yes			4	4	2	10
1172	Male	33	Midwest	4	3	3	3	2	4	3	3	7	7	7	7	7	7	7	7	7	6	6	A	6	6	5	5	6	6	5	4	5	7	4	5	7	4	4	3	4	4	4	10	10	9	10	10	10	10	9	8	10	10	10	10	10	10	1	1	2	6	6	6	6	6	6	6	6	6	6	5	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Health care	Florida	Yes			5	3	3	0
2127	Male	23	South	3	3	2	4	3	3	2	3	4	4	4	4	4	4	4	4	4	4	4	A	4	3	4	3	3	3	5	3	4	4	2	4	2	-1	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	5	4	5	5	4	5	5	4	5	Non-Religious	Other	USA	USA	Unemployed	SC 	Yes		Basic	2	1	1	0
1352	Male	35	Northeast	4	4	3	3	4	3	3	4	6	5	3	6	6	6	6	7	3	6	6	A	4	4	4	4	4	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	8	4	3	6	6	3	4	4	6	4	7	4	3	6	6	4	3	6	5	6	3	5	3	6	6	6	6	6	Roman Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States of America	United State of America	IT manager	Texas 	Yes			6	5	1	9
1099	Male	40	Northeast	5	5	4	5	5	5	4	5	7	5	7	6	7	7	7	7	1	6	7	A	7	7	1	7	7	7	6	7	7	7	7	7	1	4	3	0	0	4	4	10	10	10	5	5	5	5	10	0	5	10	10	5	10	10	7	4	7	7	7	7	7	7	5	7	7	7	7	7	Christain	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Management	New York 	Yes			6	6	1	10
357	Male	33	Northeast	3	4	2	5	3	2	3	4	6	5	3	3	6	7	4	4	5	5	7	A	6	6	6	5	5	3	4	6	6	4	4	5	5	4	-1	-2	2	4	2	5	8	7	6	9	7	4	8	5	6	7	8	8	5	7	7	6	6	5	6	4	7	5	6	5	4	7	6	5	Christian	Vocational School / Technical College / Communication College (Associate Degree)	Usa	Usa	Worker	Tx	Yes			4	3	5	5
448	Male	20	South	5	4	2	1	1	3	2	1	1	4	2	1	2	1	4	3	5	6	7	A	2	3	6	7	5	3	3	1	5	6	2	3	7	4	4	-3	4	-2	3	4	3	9	2	9	10	0	5	7	9	10	1	2	0	0	1	2	2	3	1	7	2	3	7	6	1	3	3	1	Islam	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Unites tate of america				Yes		Business	1	7	5	10
683	Female	20	Midwest	1	3	5	5	1	3	3	1	3	1	1	1	1	7	1	1	4	2	1	B	5	4	4	5	5	6	5	5	4	5	4	5	6	4	4	4	4	4	4	2	10	8	0	6	10	2	10	2	10	10	10	10	4	10	3	1	4	7	5	7	4	6	4	5	7	3	7	4	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Military	Wyoming	Yes			2	4	4	0
810	Male	58	Midwest	4	4	4	4	3	3	4	3	6	7	5	6	5	3	4	4	4	6	4	A	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	4	10	10	10	10	0	0	0	8	5	5	8	4	6	6	3	6	6	6	6	6	5	3	4	5	5	5	6	5	5	catholic	Other	United States	United States	disable	CO	Yes			2	1	1	8
1514	Male	50	Midwest	1	5	1	1	5	5	5	1	2	6	3	7	1	3	2	6	1	6	1	A	3	1	7	1	7	1	1	7	7	7	1	7	1	-4	-4	4	4	-4	-4	10	5	10	5	10	5	0	10	5	10	10	5	10	5	10	7	1	7	1	7	7	1	1	1	7	7	1	7	1	kistran	University / College / Undergraduate School (Bachelor Degree)	america	new-york	menager	new-york	Yes		Basic	7	3	4	4
938	Male	40	Northeast	4	2	2	2	4	2	4	2	7	7	4	7	4	2	5	7	1	7	7	A	4	5	6	2	2	2	5	2	3	1	1	1	3	4	4	4	4	4	4	0	7	0	0	1	5	0	0	1	7	0	4	1	2	7	6	1	3	7	7	7	2	1	7	6	6	5	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	United States	Information Technology	California	Yes		Native	7	2	1	10
681	Male	35	West	5	4	5	4	5	3	4	5	6	7	6	7	7	6	7	6	6	7	6	A	1	4	5	6	1	7	5	6	6	6	6	5	6	3	4	3	-3	4	3	9	10	6	9	9	7	5	9	9	8	9	10	9	9	10	6	7	6	4	6	4	6	7	5	6	7	5	4	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United	United	Accountant	California	Yes		Basic	7	7	6	6
1361	Male	28	Northeast	3	2	1	5	1	3	4	1	7	7	6	7	7	6	7	7	3	6	5	A	5	5	4	5	4	6	6	1	6	4	1	5	5	0	4	4	0	0	4	5	7	5	10	0	2	0	0	5	5	7	6	7	5	5	7	1	1	5	7	7	3	5	1	6	7	3	6	4	Not religious	Junior High School / Middle School	Usa	Usa	Bank manager	New york	Yes			1	1	1	1
1722	Female	35	Northeast	5	5	1	5	5	1	4	1	7	7	6	7	6	1	1	7	1	7	6	A	1	1	1	1	1	1	1	1	7	1	1	1	1	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	7	1	1	7	7	7	1	1	1	7	6	4	3	5	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United state of America	New York	Information Technology	New York	Yes			7	6	1	10
1429	Male	45	South	5	5	5	5	5	5	5	5	7	7	7	7	7	7	1	6	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	9	3	0	6	9	2	7	3	9	7	8	6	7	9	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United State of America	United State of America	IT Director	Florida	Yes			7	5	2	10
350	Male	30	Northeast	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Newyork	University / College / Undergraduate School (Bachelor Degree)	Newyork	Newyork	Newyork	Usa	Yes		Conversational	8	8	8	10
819	Male	35	Northeast	5	5	4	4	4	4	4	4	4	5	4	5	5	4	4	5	4	5	4	A	5	5	5	6	5	5	5	6	5	4	7	5	4	3	3	3	0	3	4	8	8	9	6	10	8	8	6	4	9	7	8	8	8	9	5	5	6	6	6	5	5	6	6	4	5	6	7	7	Muslim 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United states	Usa	New york	Ny	Yes		Business	7	5	8	4
1689	Male	23	South	5	4	5	4	4	5	5	4	6	7	6	6	3	5	4	4	5	7	5	A	5	7	5	5	7	5	6	6	4	6	6	7	5	4	4	1	3	4	3	8	7	6	8	6	7	6	7	10	6	10	6	7	9	10	6	7	6	7	7	4	6	6	7	6	7	5	7	4	Christian	University / College / Undergraduate School (Bachelor Degree)	U.S.	U.S.	Student 	New Hampshire	Yes		Native	4	7	7	9
551	Male	30	Northeast	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	United states	University / College / Undergraduate School (Bachelor Degree)	New york	New york	Manager	United states	Yes		Business	8	8	8	5
987	Female	32	South	2	3	2	3	3	3	4	2	7	7	4	7	7	7	4	4	4	7	7	A	7	2	3	3	2	5	4	4	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	7	7	5	4	Christian 	Other	Usa	Usa	Investor	North Carolina 	Yes			1	1	1	0
1241	Male	40	West	5	5	5	5	5	5	5	5	7	7	6	7	7	7	7	7	7	7	7	A	7	7	6	7	6	7	7	6	7	7	7	7	6	4	4	4	0	4	4	10	10	9	10	9	10	10	10	10	10	9	10	9	10	10	7	5	2	7	7	7	7	7	7	7	7	7	6	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Healthcare	California	Yes		Basic	6	6	2	10
724	Female	40	South	5	5	3	5	5	5	5	4	6	6	4	3	4	6	5	7	5	6	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	9	8	2	7	3	10	9	9	8	9	9	9	10	10	4	7	5	6	7	7	7	7	7	7	7	7	7	7	7	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States 	United States 	IT	GEORGIA 	Yes			7	2	1	10
1920	Female	34	South	1	3	1	4	5	4	5	1	7	5	6	7	7	3	6	7	1	6	2	A	7	7	3	4	5	3	1	1	6	2	1	6	5	4	4	3	2	4	4	7	10	0	0	8	10	0	0	0	10	0	10	0	0	10	5	1	2	7	5	6	4	5	1	4	3	7	4	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Engineer	Florida	Yes		Native	5	2	1	10
537	Male	37	Northeast	5	5	4	5	4	5	5	5	7	7	6	6	7	6	7	6	6	7	7	A	7	7	6	6	7	7	7	6	6	7	7	7	7	3	4	4	4	3	4	10	10	9	9	10	10	10	9	10	10	9	10	10	9	10	7	6	6	7	7	7	7	6	7	7	7	7	6	7	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United state 	United State	Information Technology/ IT	New York	Yes			7	8	7	9
478	Male	23	West	4	5	5	3	4	4	4	4	6	3	5	3	5	6	5	6	3	5	2	A	6	5	7	4	4	5	4	5	7	4	6	6	5	4	-1	-1	4	0	1	6	6	6	9	4	7	4	3	4	9	7	4	9	3	7	7	4	5	5	7	3	4	4	4	6	5	4	5	6	Christ	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Usa	California 	Manager 	Los angles	Yes		Basic	5	3	4	4
773	Male	48	West	4	4	1	4	1	2	3	3	3	3	3	3	3	5	5	3	5	3	2	A	3	3	4	3	3	3	3	2	3	3	3	3	3	-4	-1	-1	-4	-3	1	5	4	1	0	1	5	1	5	1	6	4	6	5	1	6	6	2	2	6	5	5	2	2	2	5	6	6	6	6	None	University / College / Undergraduate School (Bachelor Degree)	US	US	None	Ca	Yes			3	2	2	1
1957	Male	35	Midwest	4	3	2	4	3	3	3	3	6	7	4	5	5	6	5	6	5	5	6	A	4	2	4	5	5	4	1	1	4	3	1	4	3	4	2	0	2	1	2	8	5	5	7	5	7	5	1	1	6	6	6	1	1	4	5	4	2	4	5	5	4	5	2	5	5	4	3	5	christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	usa	usa	employee	colorado	Yes		Basic	6	1	1	10
1732	Male	42	West	4	2	1	4	1	1	4	4	4	7	2	7	7	7	7	7	1	7	7	A	5	6	1	1	1	6	1	1	4	5	3	1	4	4	4	0	0	-1	4	0	10	0	0	0	10	0	0	0	1	2	9	1	8	10	7	1	1	7	7	7	1	7	1	6	7	7	6	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Information technology	California	Yes			2	2	1	7
954	Female	35	Northeast	5	5	5	5	5	5	5	5	7	7	1	7	7	7	7	7	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	5	10	10	10	10	10	10	10	10	5	10	10	7	1	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States of America	United States of America	Information technology	New York	Yes			8	8	1	10
777	Male	58	Midwest	3	3	3	4	2	4	3	2	6	6	4	3	2	5	3	3	4	2	2	B	2	2	4	4	4	5	4	4	6	4	2	4	4	3	1	3	3	3	3	2	8	1	0	2	8	0	7	1	9	7	7	5	1	8	6	3	6	5	5	5	2	3	3	6	5	6	5	5	Christian	Other	United States 	United States	Retired firefighter 	Michigan 	Yes			4	2	1	2
1723	Male	50	Northeast	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-4	-4	-4	-4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	7	4	7	7	7	6	1	1	7	7	6	4	7	None	Other	United States	United States	Server	Maryland	Yes			4	1	1	0
1346	Female	27	South	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	6	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Cathujloc	University / College / Undergraduate School (Bachelor Degree)	United stated	Florida	Call center 	Florida	Yes		Basic	8	7	8	7
439	Female	29	South	5	4	5	5	2	4	2	3	6	5	6	4	5	5	6	6	6	6	6	A	5	4	4	5	5	4	5	4	5	5	4	5	5	2	1	0	1	1	2	7	6	6	7	6	7	6	6	7	6	6	7	7	6	7	5	4	5	4	5	4	5	4	5	5	4	5	4	6	Orthodox	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Manager	New York	Yes			7	6	6	4
567	Male	41	Northeast	5	3	3	5	5	5	5	5	4	7	4	7	6	7	7	7	6	7	7	A	5	1	1	7	5	4	4	4	7	1	7	5	3	4	4	4	4	0	4	10	5	6	0	5	10	5	5	5	10	10	10	5	10	5	7	5	1	7	7	7	7	7	1	7	7	7	7	7	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA 	USA 	Information technology 	Washington 	Yes		Basic	5	1	1	3
1216	Female	37	South	4	4	3	4	2	4	4	4	7	7	5	6	4	3	6	6	3	4	6	A	6	2	4	3	3	1	3	2	5	2	2	4	2	3	3	4	3	2	3	8	2	9	5	4	7	2	2	2	8	5	4	3	5	5	5	6	7	6	6	5	4	5	3	5	6	7	5	6	New York	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States ofAmerica	United States of America	Manager	New York	Yes			6	3	1	10
1467	Male	52	Midwest	3	3	2	4	2	3	4	3	6	4	4	5	3	6	2	3	2	5	5	B	2	2	4	3	3	1	3	3	5	3	2	3	3	4	0	3	0	2	1	5	9	1	1	6	6	4	5	5	8	6	7	6	5	7	5	3	1	5	4	6	1	3	1	5	6	5	4	5	Catholic	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Manager	Michigan	No		Native	5	1	1	10
1114	Male	30	West	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	1	7	7	7	1	7	7	7	7	7	1	7	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United state of America 	United state of America 	Accounts Auditor 	California 	Yes		Native	8	6	1	10
1219	Male	40	South	1	1	2	2	3	2	2	3	5	4	4	3	5	5	3	3	5	7	6	A	4	5	4	4	3	4	4	4	5	6	4	5	5	0	2	4	0	0	2	10	8	8	5	1	2	7	3	7	4	5	7	3	7	8	6	6	7	4	5	6	5	4	4	4	5	6	6	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	usa	hinds	manager	Mississippi 	Yes			2	1	1	9
488	Male	36	South	3	2	3	2	3	3	3	2	2	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United states 	United states 	Programmer	New jersey 	Yes			2	2	2	1
639	Male	40	South	5	4	4	4	4	4	4	4	7	7	6	6	7	6	7	6	7	7	6	A	6	6	6	6	6	6	6	6	6	2	5	5	6	4	4	3	3	4	3	7	8	9	10	6	7	9	8	8	9	8	6	1	7	9	6	2	2	5	6	6	6	5	6	6	5	6	6	5	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Working	Georgia	Yes			7	7	5	3
2002	Male	35	West	3	5	2	5	5	5	5	5	4	7	7	7	7	1	7	7	1	7	7	A	7	7	7	7	6	7	7	7	7	7	7	6	7	4	4	4	4	4	4	10	10	3	0	0	5	1	0	0	2	7	10	3	4	9	7	6	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Full-time	Washington	Yes			8	8	1	10
785	Male	27	South	4	3	4	4	3	5	4	4	6	6	5	7	6	3	6	5	6	7	7	A	6	6	7	1	2	7	1	2	1	1	1	1	1	3	4	3	3	3	2	9	3	10	8	8	9	8	9	9	9	8	9	2	10	9	5	1	6	6	6	6	5	6	6	4	7	6	6	6	Spirituality	Vocational School / Technical College / Communication College (Associate Degree)	United States of America	United States of America	Agriculture	Virginia	Yes			2	1	1	3
460	Female	25	South	3	3	3	3	3	3	3	3	2	2	6	2	2	2	2	2	2	2	2	B	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	3	3	3	3	3	3	3	3	3	None	Other	Usa	Chattooga 			Yes		Basic	1	1	1	0
916	Female	38	Midwest	3	4	2	5	2	4	5	1	4	7	4	3	1	5	4	4	4	4	1	A	4	1	4	3	2	1	1	1	1	1	1	1	4	3	0	1	2	1	4	0	9	0	0	5	7	0	5	1	10	6	10	6	6	10	7	1	1	7	7	7	1	4	1	7	7	7	4	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	United States	United States 	Homemaker 	Illinois 	Yes			2	1	1	10
772	Male	40	Midwest	3	3	3	3	5	3	3	3	4	5	2	4	3	2	2	3	4	3	5	A	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	10	0	0	0	10	0	0	0	10	0	5	0	0	10	7	5	5	6	6	5	4	4	3	5	7	5	6	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Government IT	Ohio	Yes			1	1	1	10
516	Male	57	Midwest	1	3	1	4	3	4	3	2	7	6	4	7	6	1	4	7	3	6	4	A	7	6	7	7	7	7	7	5	7	7	3	7	6	4	3	4	4	4	3	2	2	0	0	1	5	0	0	1	7	8	3	0	0	2	7	4	5	5	6	6	2	4	2	6	4	6	4	5	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	usa	elkhart	doctor	Indiana	Yes			1	1	1	10
670	Female	21	Midwest	2	4	1	5	5	5	4	3	6	2	1	5	4	7	5	5	2	5	3	A	7	6	5	4	4	3	2	3	7	1	1	2	3	0	4	4	4	4	4	10	5	5	0	0	5	0	0	2	10	7	10	5	5	10	7	1	1	6	6	7	1	7	1	7	7	4	5	5	N/A	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Pharmacy Technician	Ohio	Yes			1	1	1	0
813	Male	28	South	4	3	1	1	1	1	1	1	7	7	4	7	7	1	7	7	1	1	7	A	7	7	7	4	4	5	4	4	7	4	3	4	4	4	4	4	4	4	-4	10	7	0	0	0	0	0	0	0	10	0	10	0	0	10	7	3	2	7	7	7	3	7	1	5	7	7	5	6	Christian	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Accountant	LA	Yes			1	1	1	10
438	Female	25	Northeast	5	5	5	5	4	5	5	4	7	7	6	7	7	5	7	7	7	7	7	A	1	1	2	2	2	2	1	1	1	1	1	3	1	4	3	4	4	4	2	2	6	8	9	4	1	2	8	7	7	3	2	4	1	5	1	3	7	7	7	7	7	7	7	7	7	7	7	7	Catholic 	University / College / Undergraduate School (Bachelor Degree)	United states	United states	Teacher	Arizona 	No		Business	2	2	3	5
1150	Female	35	Northeast	5	5	5	5	5	4	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	5	7	7	7	7	7	7	7	7	7	7	7	7	Christianity	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Finance and accounting	New York	Yes		Basic	7	6	6	8
1227	Female	24	South	1	1	1	3	2	2	3	1	6	4	4	4	6	4	4	4	6	4	2	B	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	0	0	0	5	0	0	0	10	0	5	3	3	3	4	2	3	6	7	7	3	3	1	5	7	5	5	4	Christian 	University / College / Undergraduate School (Bachelor Degree)	United States	United Sttes 	Delivery driver 	Texas	Yes			1	1	1	10
741	Male	30	Northeast	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	1	1	7	7	7	7	7	7	1	7	7	7	7	Protestant	University / College / Undergraduate School (Bachelor Degree)	United Statates Of America	New York City	Finance and Banking	New York	Yes		Native	8	7	6	10
1566	Male	50	West	4	4	2	5	5	3	4	2	5	3	1	1	4	6	5	2	2	2	1	B	5	5	5	6	5	5	4	3	6	5	3	6	5	1	1	3	0	0	-1	0	5	0	0	0	5	0	0	1	8	5	1	0	0	5	6	2	2	5	6	6	3	3	2	6	7	6	5	5	christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Accountant	California	No		Native	4	3	1	2
1671	Male	43	Northeast	5	3	4	4	3	4	4	5	7	7	4	7	6	7	7	6	4	6	7	A	7	1	6	1	6	5	6	7	4	3	6	7	7	4	-4	4	4	4	4	7	5	2	9	5	2	0	6	9	6	4	1	9	8	9	5	6	5	5	6	5	6	6	4	6	7	6	1	5	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA 	Doctor 	New York 	No		Basic	6	2	1	10
578	Male	32	South	4	5	3	4	4	5	5	4	5	7	6	6	7	7	6	5	5	6	6	A	7	6	7	6	5	7	6	7	5	7	6	7	7	3	4	0	2	4	4	8	9	10	10	10	10	10	9	6	7	9	10	7	9	8	7	6	5	6	7	7	6	7	7	7	7	5	6	7	informatique 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	united states 	united states 	california	los angelos	Yes			7	7	8	8
465	Male	35	Midwest	4	4	4	4	4	3	4	4	7	7	4	7	7	7	4	7	4	7	4	B	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Baptist 	Other	United States	United States	Construction 	Illinois 	Yes			4	1	1	5
830	Female	40	Northeast	1	1	1	1	2	1	2	4	1	3	1	2	6	6	6	6	2	5	3	A	1	2	3	1	2	3	1	1	3	1	1	2	5	4	4	4	4	4	4	0	8	0	0	0	10	0	0	0	10	7	8	8	8	5	7	4	1	3	7	4	1	2	3	7	7	7	4	5	Unsure 	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Nursing	Ny	Yes			5	5	1	0
558	Male	40	South	4	5	3	4	5	4	3	4	6	5	7	6	5	7	6	5	7	6	5	A	6	5	7	6	5	6	7	5	6	7	6	6	5	2	3	4	3	2	3	8	9	10	9	8	8	9	10	9	8	9	10	8	9	9	6	5	7	6	5	6	7	6	5	6	7	6	6	7	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	finance manager	Maryland	Yes		Native	7	6	5	10
617	Male	41	West	5	5	4	4	5	5	4	2	7	5	6	7	5	3	5	7	7	5	5	A	7	5	6	5	4	7	3	3	6	3	1	4	5	4	4	4	3	3	4	1	7	0	0	1	6	0	1	6	8	0	3	1	1	6	7	6	2	6	7	6	2	3	2	6	6	7	7	6	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Untied states	United states	Information technology	California	Yes			7	7	1	10
