id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
51	EN1043	US	6	7	4	7	3	3	7	7	7	3	7	2	4	4	3	1	5	1	5	5	5	1	7	1	7	7	1	1	7	2	4	7	4	4	4	0	4	4	0	8	7	0	0	7	0	8	2	4	1	10	7	8	7	7	7	7	4	7	7	7	7	7	7	7	7	5	7	6	6	1	10	NA	NA	1	40	Northeast	Christianity	USA	USA	Employee	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	A
52	EN1044	US	4	5	3	5	5	4	4	4	4	4	4	4	4	4	5	3	4	4	5	5	4	7	5	5	5	6	2	5	6	5	4	6	3	3	4	4	4	4	6	4	4	1	4	6	1	2	1	6	3	2	1	1	1	7	5	7	7	7	7	7	6	6	7	5	7	7	6	4	1	1	3	NA	NA	1	39	South	Methodist	Usa	Usa	Manufacturing line lead	Maryland	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
53	EN1045	US	5	6	5	6	5	5	6	7	7	7	7	6	6	4	2	1	4	2	1	2	1	6	3	2	4	3	5	3	5	6	2	3	4	4	4	4	4	4	0	8	0	0	0	3	0	0	0	8	0	8	0	0	8	2	2	4	6	6	4	5	3	5	3	4	5	3	2	2	1	1	10	NA	NA	0	35	South	Catholic	United States	United States	Military	Georgia	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
54	EN1046	US	6	4	2	3	4	6	7	7	3	6	6	3	4	2	1	1	4	3	3	4	1	7	4	4	4	4	4	4	4	5	2	3	4	4	4	4	4	4	0	7	0	0	0	1	0	0	0	4	1	1	1	0	7	6	4	5	4	5	5	7	4	5	3	4	5	3	2	2	1	1	0	NA	NA	1	31	South	Christian	United States	United States	none	Tennesse	Yes		Other	A
55	EN1047	US	4	4	4	4	4	4	7	6	4	6	7	4	4	5	4	4	5	4	3	2	2	5	4	2	5	4	2	4	4	4	3	4	0	2	2	3	2	2	5	6	5	0	5	7	0	5	6	9	1	7	1	7	9	5	4	5	5	6	6	4	5	7	6	6	7	4	4	5	4	1	5	NA	NA	0	55	South	Buddist	U.S.	U.S.	Sr. Sales Director	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
56	EN1048	US	6	3	4	5	5	4	7	6	7	7	6	6	7	3	2	2	2	4	2	3	2	3	3	2	2	2	5	4	2	6	3	2	2	1	4	0	4	3	6	3	2	4	0	1	6	7	5	4	2	2	6	9	4	2	1	6	1	4	4	5	2	4	4	3	3	7	4	1	1	1	1	NA	NA	1	21	West	Christian 	United States 	United States 	Student 	Fairfield 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
57	EN1049	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	4	1	1	1	1	7	7	4	7	7	2	7	7	1	1	1	4	4	4	4	4	4	0	5	0	0	0	10	0	5	0	10	5	5	0	0	10	7	4	7	7	7	7	7	6	7	7	7	7	7	7	4	2	1	10	NA	NA	1	57	Midwest	Christian	U.S.	U.S.	Management	Minnesota	Yes		University / College / Undergraduate School (Bachelor Degree)	B
58	EN105	US	3	4	4	3	3	4	3	4	3	3	4	3	3	5	4	5	5	2	4	2	3	6	5	6	4	5	3	6	6	2	6	6	2	1	0	1	1	2	7	6	6	7	6	7	6	6	7	6	6	7	7	6	7	5	3	5	3	3	5	5	4	4	4	4	4	4	6	7	6	6	4	NA	NA	1	29	South	Orthodox	USA	USA	Manager	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
59	EN1050	US	5	6	7	7	7	7	7	5	7	7	7	7	7	4	4	5	4	5	5	5	3	6	3	2	1	2	1	1	2	4	2	1	4	4	3	3	4	3	4	8	1	1	6	10	1	0	2	10	2	10	4	2	10	7	6	7	6	6	5	7	7	7	6	3	6	7	6	6	5	1	10	NA	NA	1	26	Midwest	Christian 	United States 	United States 	Caregiver	Kansas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
60	EN1051	US	7	7	5	7	7	7	7	7	6	7	7	7	7	5	5	5	5	5	4	4	4	4	1	4	1	2	1	3	3	4	1	1	4	4	4	4	4	4	0	10	5	0	5	10	0	5	0	10	10	10	10	5	6	7	3	7	7	7	5	3	7	2	5	2	5	1	3	2	1	1	3	NA	NA	0	50	South	Spiritual 	United States 	United States 	Commercial Real Estate 	Texas	Yes		University / College / Undergraduate School (Bachelor Degree)	A
61	EN1052	US	4	3	4	6	5	4	4	3	4	6	5	5	4	4	4	3	4	4	3	4	4	3	4	4	7	4	3	1	5	5	3	4	-1	-1	-1	-2	-1	0	3	5	4	2	2	3	2	3	4	3	2	2	2	6	4	3	3	4	4	4	2	4	3	4	4	5	2	4	5	4	4	1	4	NA	NA	1	25	South	Christian	USA 	USA 	Unemployed 	Kentucky 	Yes	Native	Other	A
62	EN1053	US	1	1	1	1	1	1	7	7	1	5	7	1	1	1	1	1	1	2	1	1	1	4	1	4	1	1	4	3	1	6	4	1	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	0	9	0	0	10	5	3	6	3	7	2	2	6	7	7	5	7	6	6	8	2	2	4	NA	NA	0	25	South	None	United States	United States	Software Engineer	Florida	Yes		University / College / Undergraduate School (Bachelor Degree)	B
63	EN1054	US	7	7	7	7	7	7	7	7	6	7	7	5	5	4	2	1	2	1	1	2	1	6	1	2	1	2	2	1	1	1	1	1	4	0	4	4	4	4	0	10	0	0	5	10	0	5	6	9	5	6	7	0	8	7	3	7	6	7	6	6	3	6	5	6	7	3	3	4	2	1	2	NA	NA	1	55	South	polytheist	United States	United States	veterinarian	NC	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
64	EN1055	US	1	7	1	5	7	7	7	7	7	7	7	6	7	3	1	2	4	1	1	1	1	6	1	7	4	4	2	2	3	4	1	5	4	4	4	0	0	4	5	10	0	0	0	10	0	0	0	10	5	10	0	0	10	7	7	7	4	7	1	7	3	4	3	2	7	1	5	4	1	1	10	NA	NA	0	30	South	Catholic	USA	USA	Medical Assistance	NM	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
65	EN1056	US	4	7	7	6	7	7	7	7	3	7	7	7	7	5	5	3	5	5	5	5	1	7	7	6	7	5	1	4	7	1	7	7	0	4	4	4	4	4	10	8	5	0	5	6	0	0	6	10	6	10	0	0	10	6	4	5	4	4	7	7	7	7	7	1	7	7	7	4	1	1	4	NA	NA	1	32	South	Christian 	USA 	Usa	Food service	Florida	Yes	Basic	Vocational School / Technical College / Communication College (Associate Degree)	A
66	EN1057	US	6	7	4	7	7	7	6	7	4	7	7	4	4	2	3	1	4	2	1	2	1	7	4	4	2	1	3	3	2	6	4	3	4	4	4	0	4	4	0	5	0	0	0	5	0	0	0	9	9	8	0	0	7	7	6	6	6	6	4	4	7	7	7	7	7	6	5	7	7	2	10	NA	NA	0	50	West	catholic	United States	United States	lawyer	CO	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
67	EN1058	US	7	7	7	7	7	7	7	7	1	7	7	7	6	3	5	4	5	3	5	4	1	5	1	6	1	1	4	2	1	6	2	1	4	4	0	4	4	4	9	0	0	9	4	9	0	9	9	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	5	7	7	7	1	1	1	2	NA	NA	1	40	Midwest	spiritual 	United States of America	United States of America	food and Beverage management 	Missouri	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
68	EN1059	US	3	1	5	1	1	1	1	5	1	1	7	1	1	2	2	3	1	1	2	2	4	7	7	2	3	3	1	7	3	3	2	1	-2	1	3	4	4	4	0	8	4	0	4	6	0	3	0	9	6	6	6	0	9	5	5	6	5	6	6	6	7	7	6	6	7	6	5	2	1	1	10	NA	NA	0	41	South	Catholic 	US	US	Attorney	WV	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
69	EN106	US	3	7	7	1	3	4	4	4	1	7	1	3	5	5	3	3	5	5	5	5	5	4	7	4	7	6	1	7	7	2	7	7	4	4	4	4	0	4	10	5	6	0	5	10	5	5	5	10	10	10	5	10	5	7	7	7	1	7	7	7	3	7	7	1	7	7	7	5	1	1	3	NA	NA	0	41	Northeast	Christian 	USA 	USA 	Information technology 	Washington 	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
70	EN1060	US	4	3	4	3	4	3	4	3	4	3	4	4	3	4	3	4	3	4	3	3	4	7	5	5	5	5	3	5	4	3	4	5	4	4	4	4	4	4	0	5	0	0	0	6	0	0	0	5	0	6	1	0	5	6	7	6	7	2	5	6	4	5	5	5	6	6	5	7	2	1	9	NA	NA	1	24	South	Christian	United States	United States	healthcare	OK	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
71	EN1061	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	2	3	4	1	2	2	7	7	4	7	4	2	5	7	7	7	7	4	3	4	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	6	6	6	6	7	5	6	6	5	7	5	5	2	3	1	10	NA	NA	1	55	South	christian	united states	united states	police officer	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
72	EN1062	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	3	3	4	2	2	3	1	5	1	1	1	1	1	1	1	5	1	1	2	1	3	4	4	2	5	6	4	5	6	7	5	10	5	7	9	7	8	6	7	7	7	7	7	7	7	5	7	7	7	4	7	7	7	5	2	2	10	NA	NA	0	47	South	Rosicrucian (open to the truths in all religions without the dogmas)	USA	USA	Chef/Developer	Florida	Yes		University / College / Undergraduate School (Bachelor Degree)	B
73	EN1063	US	7	7	4	7	7	7	7	7	7	7	7	7	7	5	5	5	5	2	5	5	5	6	4	1	4	4	1	4	2	4	4	1	3	3	4	4	4	4	0	10	10	0	2	10	0	10	0	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	NA	NA	1	60	South	None	USA	USA	Retail	TN	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
74	EN1064	US	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	3	0	2	0	0	0	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	NA	NA	0	56	West	Baptist	USA	USA	Retired	Nevada	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	A
75	EN1065	US	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	5	1	1	1	1	1	7	1	1	7	1	1	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	1	0	0	0	0	0	5	1	10	1	4	3	5	2	1	4	6	5	4	5	4	6	1	1	1	1	1	NA	NA	1	26	West	Apostolic 	Cleveland 	Oh 	None	Ohio 	Yes		Junior High School / Middle School	A
76	EN1066	US	1	5	5	6	5	7	7	7	3	7	7	4	4	4	5	4	5	1	1	3	1	5	5	4	4	3	3	1	3	7	4	6	1	1	2	1	1	0	0	1	1	0	0	7	0	5	0	9	0	2	0	0	6	6	7	6	6	7	7	7	7	5	5	3	6	4	4	1	1	1	1	NA	NA	1	25	Midwest	Christian	United States	United States	Sales	Missouri	Yes		University / College / Undergraduate School (Bachelor Degree)	A
77	EN1067	US	5	5	5	6	6	6	7	6	6	6	6	7	7	3	3	2	4	4	2	2	2	7	7	4	4	4	4	5	5	3	7	5	4	4	4	4	4	4	5	6	4	0	4	6	0	7	7	4	3	3	2	1	2	7	7	7	7	7	7	7	5	5	6	5	4	6	6	2	1	1	10	NA	NA	1	48	Midwest	Christian 	United States	United States	Photographer 	Illinois 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
78	EN1068	US	6	7	6	6	4	7	7	7	5	7	7	7	7	5	4	4	5	5	4	5	4	7	7	4	6	6	1	7	6	5	6	3	4	4	4	4	4	2	5	4	4	0	0	7	0	7	9	10	8	8	8	9	9	6	3	7	7	7	7	7	6	7	7	3	6	5	7	6	5	3	1	NA	NA	1	33	Midwest	babtist christian	United States	United States	customer service rep	KS	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
79	EN1069	US	1	4	1	1	2	2	2	1	3	2	2	1	4	5	5	4	5	5	5	4	5	4	7	5	6	6	2	6	5	2	5	7	1	1	2	0	-3	3	8	8	9	6	6	8	10	5	9	8	6	9	6	9	7	7	2	7	2	2	6	5	2	6	5	1	7	5	3	5	1	1	0	NA	NA	1	27	West	Catholic	United states	Utah	Sales	Utah	Yes	Native	Junior High School / Middle School	A
80	EN107	US	2	6	4	5	5	7	5	6	3	6	6	4	6	4	4	3	4	2	4	4	4	7	7	5	6	4	5	6	6	5	4	6	3	3	4	3	2	3	8	2	9	5	4	7	2	2	2	8	5	4	3	5	5	5	1	6	4	5	5	7	2	6	5	3	6	5	6	6	3	1	10	NA	NA	1	37	South	New York	United States ofAmerica	United States of America	Manager	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
81	EN1070	US	5	4	5	5	5	4	4	4	4	4	4	4	4	5	5	1	5	1	3	3	2	6	4	4	4	5	3	5	4	4	4	5	4	4	4	0	4	4	8	8	0	0	0	5	0	0	0	5	0	10	0	0	5	6	6	6	2	7	6	4	6	6	6	6	6	4	4	2	1	1	10	NA	NA	0	32	South	Christian 	United States	United States	Project manager 	OK	Yes		University / College / Undergraduate School (Bachelor Degree)	B
82	EN1071	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	1	5	3	3	1	2	6	1	6	1	1	4	1	3	6	1	1	4	4	4	0	2	4	0	10	10	0	0	2	0	9	0	10	5	10	10	5	10	7	7	7	6	3	7	7	7	7	6	1	7	4	7	1	1	1	3	NA	NA	1	27	Midwest	Christian	USA	USA	None	AZ	Yes		Junior High School / Middle School	A
83	EN1072	US	3	4	5	5	4	2	4	5	6	3	2	4	3	4	5	4	4	4	4	5	2	6	4	5	5	4	3	6	5	3	6	6	4	3	2	4	3	3	9	0	0	0	0	3	0	0	0	3	0	3	0	0	2	7	1	6	2	2	6	7	2	6	6	3	7	7	6	4	3	2	3	NA	NA	1	53	Midwest	Midwest	United States	United States	Retired	MI	Yes	Native	Other	A
84	EN1073	US	7	4	1	6	6	7	7	7	4	7	7	6	6	3	4	2	5	5	4	5	2	4	1	4	3	1	1	1	2	4	1	1	3	3	4	0	4	3	2	10	5	1	4	10	2	10	2	10	10	10	10	10	10	6	5	6	3	5	5	7	3	2	5	1	4	1	5	3	3	1	2	NA	NA	1	24	Midwest	Jewish 	Usa	USA 	Data entry 	Michigan 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
85	EN1074	US	6	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	5	4	3	4	3	7	5	6	7	5	1	6	6	4	6	7	4	4	4	4	4	3	2	5	0	0	5	6	0	0	3	10	2	8	0	8	10	7	7	7	7	7	7	6	6	6	7	4	7	7	6	6	2	1	10	NA	NA	1	40	Midwest	Methodist 	Usa	Usa	Deli manager 	Mo	Yes		University / College / Undergraduate School (Bachelor Degree)	A
86	EN1075	US	7	7	7	4	5	6	7	7	4	7	7	7	7	4	5	1	4	3	2	2	1	6	3	3	3	2	1	4	4	6	3	1	4	4	4	4	4	4	6	6	0	0	5	7	0	0	0	6	0	7	0	0	7	6	4	6	2	6	6	6	4	5	6	4	6	4	6	2	1	1	2	NA	NA	1	58	Midwest	christian	United States	United States	homemaker	MO	Yes		Junior High School / Middle School	B
87	EN1076	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	4	5	5	3	2	5	5	5	7	4	3	4	1	3	4	3	5	4	4	4	4	4	4	4	10	10	3	0	8	0	0	0	0	0	0	2	1	0	0	4	6	7	4	2	5	6	1	6	5	4	4	5	3	7	1	1	7	NA	NA	1	22	Midwest	Christian 	USA	USA 	Cashier 	Illinois 	Yes		University / College / Undergraduate School (Bachelor Degree)	B
88	EN1077	US	6	6	4	6	6	7	7	7	6	7	7	6	6	3	3	2	5	3	2	2	1	7	5	4	3	4	1	1	5	7	4	1	4	4	4	4	4	4	2	2	0	0	0	7	0	0	1	9	5	2	1	1	6	7	6	7	7	7	7	7	6	7	7	4	7	6	5	5	2	1	4	NA	NA	1	60	Midwest	Roman Catholic	United States	United States	Homemaker	IA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
89	EN1078	US	6	7	5	1	6	6	7	7	4	7	7	5	5	1	1	1	4	4	1	1	1	7	6	1	1	2	1	2	6	7	2	1	-4	-4	-4	0	-4	-1	0	0	0	0	4	0	0	6	0	10	10	1	0	0	5	5	6	7	1	7	6	7	7	7	7	7	7	7	2	2	2	1	0	NA	NA	0	56	West	no thank you	United States	United States	disabled/unemployed	AZ	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
90	EN1079	US	4	6	4	3	6	7	7	7	6	7	7	6	7	4	4	5	4	4	3	5	4	7	6	6	6	4	4	5	6	5	7	6	3	3	3	4	3	4	9	7	9	8	5	6	0	5	6	10	5	5	10	5	10	5	7	7	1	1	6	7	7	7	7	1	7	7	7	6	5	2	10	NA	NA	0	35	West	Christian	United States	United States	Senior Manager	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
91	EN108	US	6	6	4	5	5	7	5	5	3	5	6	5	5	3	3	2	4	2	3	4	3	6	4	4	5	3	2	2	3	6	5	5	4	0	3	0	2	1	5	9	1	1	6	6	4	5	5	8	6	7	6	5	7	5	7	4	7	7	5	5	5	5	6	5	6	4	5	5	1	1	10	NA	NA	0	52	Midwest	Catholic	United States	United States	Manager	Michigan	No	Native	University / College / Undergraduate School (Bachelor Degree)	B
92	EN1080	US	4	4	4	4	4	4	4	4	4	3	3	4	4	5	5	5	5	5	5	5	4	7	7	7	7	7	1	7	7	1	7	7	3	2	2	2	2	2	10	8	8	9	7	8	8	8	8	8	8	7	8	7	8	6	3	6	3	3	5	6	4	5	5	2	5	3	6	4	4	4	7	NA	NA	0	40	South	christian	USA	USA	FULL TIME EMPLOYEE	GEORGIA	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
93	EN1081	US	6	4	4	4	4	5	5	6	4	5	7	4	6	3	4	3	4	2	3	5	2	7	6	4	5	6	1	6	6	4	5	5	4	3	3	4	4	3	2	4	0	0	1	4	0	1	1	3	1	3	1	1	2	6	6	5	6	4	5	5	3	5	5	4	6	4	6	1	2	1	10	NA	NA	1	46	South	Christian	United States	United States	none	TN	Yes		University / College / Undergraduate School (Bachelor Degree)	A
94	EN1082	US	7	6	1	3	1	2	2	2	5	3	3	2	1	5	4	1	5	3	4	5	3	7	7	4	7	6	5	7	7	2	7	7	0	2	4	3	2	0	10	5	10	8	5	8	5	5	0	0	5	10	7	5	9	1	7	4	7	7	7	7	1	7	7	7	4	1	1	3	2	1	10	NA	NA	0	20	Midwest	Islam	United state	USA	Student 	US	No	Conversational	University / College / Undergraduate School (Bachelor Degree)	A
95	EN1083	US	5	5	6	5	5	6	7	6	3	5	7	4	5	2	2	2	4	3	2	3	1	7	5	2	5	3	3	5	5	6	3	3	3	2	3	3	3	-1	0	8	0	0	0	8	0	0	0	8	0	9	6	0	8	5	4	5	5	5	5	4	5	6	5	4	6	4	4	4	2	1	0	NA	NA	0	59	West	Christian	USA	USA	Retired Software Engineer	Utah	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
96	EN1084	US	7	7	7	1	1	1	1	7	1	7	7	1	1	5	3	5	5	3	4	5	1	7	4	4	7	4	4	1	7	1	4	6	-4	-4	4	4	4	4	0	1	0	0	0	2	0	5	0	10	5	0	0	0	2	6	6	2	6	6	6	6	3	5	2	6	7	6	6	7	3	2	0	NA	NA	0	59	Midwest	None	USA	USA	Tech	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
97	EN1085	US	4	7	4	7	7	4	4	5	5	7	4	4	2	3	3	5	2	3	3	2	2	5	6	4	4	4	1	4	4	2	4	4	0	-2	3	2	0	0	8	5	5	5	5	1	5	6	2	3	5	2	2	4	5	4	3	7	4	4	5	4	6	7	6	3	5	5	4	2	2	4	3	NA	NA	0	22	South	Black Africa American	United State	Mobile,Al 	No	Al	Yes		Junior High School / Middle School	B
98	EN1086	US	2	2	4	2	2	7	7	4	2	7	7	4	4	1	1	1	4	4	4	2	3	6	3	1	1	2	4	1	1	7	2	1	4	4	4	4	4	4	10	10	0	0	0	10	0	10	0	10	5	10	5	10	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	1	1	5	NA	NA	1	60	South	Seventh day adventist	United States	United States	Clerical medical	FL	Yes		Other	A
99	EN1087	US	7	7	1	7	7	7	7	7	1	7	7	1	5	1	1	1	1	1	1	1	1	7	7	7	7	7	1	7	7	7	7	7	4	0	4	4	4	4	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	7	1	4	4	1	1	4	1	7	7	7	7	7	3	1	1	0	NA	NA	0	48	West	New age 	United States	USA	n/a	CA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
100	EN1088	US	1	4	5	5	4	4	4	4	5	5	4	4	4	1	2	1	2	2	2	4	3	3	2	2	3	3	5	2	2	5	4	4	3	-2	-4	-4	2	2	2	4	4	4	4	4	4	5	5	5	3	4	4	1	3	4	4	4	4	3	4	4	3	4	4	4	5	4	5	2	1	1	2	NA	NA	1	32	South	Baptist	US	US	Unemployed 	NC	Yes		University / College / Undergraduate School (Bachelor Degree)	A
101	EN1089	US	3	2	3	2	3	3	2	4	3	3	2	2	3	5	3	3	4	4	3	3	3	5	4	5	5	5	1	6	7	4	6	6	3	1	2	2	2	-2	6	7	3	7	7	8	9	7	9	8	8	7	7	7	8	4	2	3	5	5	3	5	2	3	3	4	3	4	5	2	5	2	10	NA	NA	0	34	Midwest	Midwest	American	New York	Bank Manager	New York	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
102	EN109	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	1	7	7	1	7	7	1	7	1	7	8	6	1	10	NA	NA	0	30	West	Muslim	United state of America 	United state of America 	Accounts Auditor 	California 	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
103	EN1090	US	4	4	4	3	4	4	4	4	4	4	4	4	4	3	3	2	2	2	3	3	2	6	6	4	5	5	6	4	4	7	4	3	4	4	4	4	4	4	5	6	7	0	0	1	0	0	0	5	0	4	0	1	2	6	6	5	3	3	6	6	3	6	4	4	7	5	3	6	2	1	10	NA	NA	0	58	South	Baptist	United States	United States	disabled	VA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
104	EN1091	US	2	5	6	7	7	7	7	6	7	7	7	6	4	4	3	3	4	2	2	2	1	6	4	2	2	3	6	3	3	3	2	2	-3	1	1	1	3	3	0	2	0	0	1	3	0	1	1	6	3	3	1	0	2	5	4	5	4	6	3	6	6	7	6	3	7	6	6	5	2	2	2	NA	NA	0	30	West	Luciferian	United States	United States	Disabled	Utah	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
105	EN1092	US	1	1	4	3	4	3	4	6	2	7	7	3	4	3	2	2	2	2	2	2	2	6	7	7	7	5	7	6	7	7	1	6	4	4	4	4	4	4	0	10	0	0	0	5	0	0	0	7	0	8	0	0	6	7	6	7	5	7	7	6	3	2	6	1	4	4	3	6	6	4	10	NA	NA	0	32	Midwest	Christian	USA	USA	Informatics analyst	Illinois	Yes		University / College / Undergraduate School (Bachelor Degree)	A
106	EN1093	US	7	7	4	7	7	7	7	7	7	7	7	7	7	5	5	3	5	5	5	5	5	7	7	7	7	4	1	7	7	4	7	4	4	4	1	4	4	4	5	6	5	0	0	5	0	0	5	5	5	5	5	0	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	3	NA	NA	1	35	Midwest	I was raised to be a religious person I do believe in god 	Crawford 	Steelville 	Self employed 	Missouri 	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	A
107	EN1094	US	6	5	5	5	5	5	5	5	5	5	5	4	6	5	5	5	4	3	5	3	4	7	7	7	7	4	4	4	7	4	6	4	4	4	4	3	4	0	10	8	0	0	0	5	0	0	1	3	0	2	0	0	2	7	7	7	7	6	7	7	6	7	5	4	7	7	7	4	1	1	6	NA	NA	1	45	South	Baptist	United States	United States	IT manager	SC	Yes		University / College / Undergraduate School (Bachelor Degree)	A
108	EN1095	US	7	6	5	4	6	6	7	3	2	7	4	5	7	3	3	2	4	4	4	5	2	7	7	6	7	7	5	5	7	6	7	7	4	4	4	4	4	4	1	8	3	0	1	7	1	7	1	8	4	9	10	8	3	6	6	5	2	3	6	7	6	5	6	1	7	6	7	6	6	2	10	NA	NA	0	31	South	Islam 	USA 	USA	Engineer 	Texas 	No	Conversational	University / College / Undergraduate School (Bachelor Degree)	A
109	EN1096	US	4	4	6	5	4	6	6	7	6	5	7	7	7	3	5	3	5	1	1	5	1	6	7	5	7	4	5	5	4	5	5	5	4	4	4	3	4	4	10	10	0	0	2	5	0	0	7	7	5	5	8	6	4	7	7	7	6	5	7	5	3	6	7	5	7	7	5	7	1	1	2	NA	NA	0	24	South	TUNA NO CRUST	United Stated of America	United States of America	Driver	TX	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
110	EN1097	US	5	6	3	7	5	6	7	7	5	7	7	7	7	3	2	2	3	3	4	3	3	7	4	4	4	3	4	7	3	4	3	4	4	0	0	0	0	4	2	3	3	4	5	5	10	2	2	2	4	2	5	5	10	4	6	6	3	5	3	5	4	5	2	5	5	5	4	4	4	1	0	NA	NA	0	42	South	None	Us	Us	Mgr	Ga	Yes		Elementary School / Primary School	A
111	EN1098	US	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	5	5	1	1	1	7	7	4	7	7	4	7	7	7	4	4	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	8	0	5	5	0	10	7	3	4	5	3	6	3	7	4	5	2	4	3	3	4	2	1	6	NA	NA	1	59	West	Protestant 	USA 	USA 	Accountant 	CA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
112	EN1099	US	4	3	4	1	5	4	5	7	1	4	7	6	5	2	3	2	5	1	4	2	1	7	6	4	3	2	1	5	3	7	3	1	0	0	1	1	1	0	4	10	5	0	0	5	0	1	0	7	1	8	8	1	4	6	6	6	6	7	6	6	6	7	6	6	6	4	3	5	4	1	1	NA	NA	0	45	West	Christian	USA	USA	Filmmaker	CA	No	Native	University / College / Undergraduate School (Bachelor Degree)	B
